round,phase,lr,gate,aux_scale,a_ratio,a_mean_weight,a_effective_mass_per_u,a_wrong_mass_per_u,b_ratio,b_mean_weight,b_effective_mass_per_u,b_wrong_mass_per_u,c_ratio,b_score_only_candidates,b_score_only_accuracy,b_score_only_admitted,L_sup_effective,L_A_effective,L_B_effective,L_proto_effective,loss_reconstructed,L_feature_effective,teacher_b_visits,teacher_b_precision,bc_feature_std,rec_objective,rec_probe_only,loss_observed,u_visits,local_steps,trust_authority_mean,trust_valid_fraction,trust_refreshes,trusted_weight_gate
16,1,0.1489497027802879,0.0,0.0,0.4493626644736842,1.0,0.4493626644736842,0.1822522615131579,0.0,0.0,0.0,0.0,0.5506373355263158,0,0.0,0,0.14320190574875788,0.22596491058602144,0.0,0.0,0.3691668163347793,0.0,0,0.0,0.0,0.0,0,0.3691668160651859,194560,760,0.0,0.0,0,0.0
17,1,0.1488146705976931,0.0,0.0,0.4582082648026316,1.0,0.4582082648026316,0.20933388157894736,0.0,0.0,0.0,0.0,0.5417917351973685,0,0.0,0,0.1494623319196858,0.22577159540041497,0.0,0.0,0.37523392732010075,0.0,0,0.0,0.0,0.0,0,0.37523392780046716,194560,760,0.0,0.0,0,0.0
18,1,0.1486715438046516,0.0,0.0,0.4541221217105263,1.0,0.4541221217105263,0.16237150493421051,0.0,0.0,0.0,0.0,0.5458778782894737,0,0.0,0,0.1751150564027117,0.2182757145186004,0.0,0.0,0.3933907709213121,0.0,0,0.0,0.0,0.0,0,0.39339077141331996,194560,760,0.0,0.0,0,0.0
19,1,0.14852033809662915,0.0,0.0,0.44879728618421055,1.0,0.44879728618421055,0.20782277960526316,0.0,0.0,0.0,0.0,0.5512027138157894,0,0.0,0,0.12980293404237417,0.22207645308226348,0.0,0.0,0.3518793871246376,0.0,0,0.0,0.0,0.0,0,0.3518793865450119,194560,760,0.0,0.0,0,0.0
20,1,0.14836107005503543,0.0,0.0,0.48155838815789476,1.0,0.48155838815789476,0.2056897615131579,0.0,0.0,0.0,0.0,0.5184416118421052,0,0.0,0,0.122704286291264,0.22581551918073706,0.0,0.0,0.34851980547200107,0.0,0,0.0,0.0,0.0,0,0.3485198060540777,194560,760,0.0,0.0,0,0.0
21,1,0.14819375714540606,0.0,0.0,0.5043225740131579,1.0,0.5043225740131579,0.19431537828947368,0.0,0.0,0.0,0.0,0.4956774259868421,0,0.0,0,0.11412102822091823,0.22321168553868406,0.0,0.0,0.3373327137596023,0.0,0,0.0,0.0,0.0,0,0.33733271321183755,194560,760,0.0,0.0,0,0.0
22,1,0.14801841771548702,0.0,0.0,0.5011204769736842,1.0,0.5011204769736842,0.1669973273026316,0.0,0.0,0.0,0.0,0.4988795230263158,0,0.0,0,0.10154003708402773,0.22587922047823666,0.0,0.0,0.3274192575622644,0.0,0,0.0,0.0,0.0,0,0.32741925759535084,194560,760,0.0,0.0,0,0.0
23,1,0.1478350709932227,0.0,0.0,0.4723889802631579,1.0,0.4723889802631579,0.19767166940789474,0.0,0.0,0.0,0.0,0.5276110197368421,0,0.0,0,0.11776052847333056,0.23182056232502585,0.0,0.0,0.3495810907983564,0.0,0,0.0,0.0,0.0,0,0.3495810907922293,194560,760,0.0,0.0,0,0.0
24,1,0.14764373708464731,0.0,0.0,0.5345343338815789,1.0,0.5345343338815789,0.20624486019736843,0.0,0.0,0.0,0.0,0.46546566611842105,0,0.0,0,0.0790472082665043,0.22576501074394112,0.0,0.0,0.3048122190104454,0.0,0,0.0,0.0,0.0,0,0.3048122187586207,194560,760,0.0,0.0,0,0.0
25,1,0.1474444369716801,0.0,0.0,0.5336040296052632,1.0,0.5336040296052632,0.13865131578947368,0.0,0.0,0.0,0.0,0.46639597039473685,0,0.0,0,0.10206503458811264,0.23161650161798064,0.0,0.0,0.3336815362060933,0.0,0,0.0,0.0,0.0,0,0.33368153693644625,194560,760,0.0,0.0,0,0.0
